aid,uid,label
1605,61727226,-1
212,30235963,-1
2013,4310717,-1
725,80327795,-1
1622,43992359,-1
1377,71963777,-1
1044,18694757,-1
411,14042344,-1
914,486192,-1
1023,26824482,-1
1119,55028312,-1
932,53146528,-1
765,45820948,-1
561,67444741,-1
561,44363067,-1
389,19685564,-1
692,10129212,-1
1379,41840361,-1
1338,43812805,-1
1468,75499162,-1
519,47049268,-1
903,51619553,-1
206,14026089,-1
914,60243703,-1
311,13227009,-1
136,55999392,-1
1991,51475008,-1
1566,55043896,-1
389,67552838,-1
1508,79877856,-1
838,36003,-1
699,20142915,-1
543,59679244,-1
561,41299745,-1
1291,2452002,-1
699,49589107,-1
2013,82244082,-1
2205,31430575,-1
1496,31306215,-1
1254,42486567,-1
1918,64865120,-1
1407,31994781,-1
1605,32129944,-1
191,37705302,-1
1566,65576722,-1
2118,25240667,-1
1918,47631991,-1
1950,55010080,-1
1605,32893251,-1
2031,5510957,-1
1468,26277074,-1
1842,73303754,-1
389,78120653,-1
1119,54396481,-1
1566,57853095,-1
1291,3331067,-1
432,21663308,-1
1468,40474691,-1
389,24050812,-1
1468,57923496,-1
692,33488298,-1
1338,3407968,-1
173,3172548,-1
1407,43264709,-1
1119,49492828,-1
1918,4290165,-1
411,253576,-1
886,77101550,-1
173,81529649,-1
369,29376385,-1
624,30055840,-1
1508,53603796,-1
1407,8859906,-1
311,31268029,-1
692,77330222,-1
1407,79438732,-1
1338,37090421,-1
404,27677747,-1
1940,32904948,-1
70,10614294,-1
1530,50018020,-1
561,9226057,-1
1918,419254,-1
519,72496146,-1
1379,40567715,-1
914,32157413,-1
1415,65179930,-1
1415,32953443,-1
692,12233406,-1
231,39596080,-1
846,79104317,-1
748,70606661,-1
1468,43926589,-1
1468,72595596,-1
2054,49041209,-1
1407,15942882,-1
916,27157475,-1
681,24578790,-1
692,67880573,-1
1415,35266562,-1
1605,37344495,-1
1749,51249993,-1
1950,65956702,-1
1671,12853796,-1
286,61243480,-1
136,18766191,-1
1566,73898546,-1
1468,5116126,-1
1566,57545060,-1
1483,9323419,-1
1503,27820586,-1
692,40027282,1
1918,61656131,-1
1201,46171331,-1
1202,27506119,-1
1291,45616516,-1
686,31111318,-1
174,49716644,-1
70,50313120,-1
1230,53713340,-1
1918,34217294,-1
1749,7930159,1
411,20317355,-1
1140,76528265,-1
1379,80792381,-1
311,36566828,-1
411,21535224,-1
1566,19902612,-1
404,40375864,-1
2068,76332340,-1
2031,37969465,-1
1107,64866755,-1
975,66933237,-1
1317,67716729,-1
432,31893988,-1
2050,72950766,-1
1017,75447618,-1
529,29952463,-1
1918,38703417,-1
1415,35344870,-1
7,74881637,-1
1284,14268658,-1
191,75445503,-1
1140,49253474,-1
1468,72036272,-1
191,42684183,-1
1781,61543857,1
420,31012789,-1
1749,68603515,-1
404,33845930,-1
411,609631,-1
725,82536430,-1
1119,56891761,-1
1596,4159102,-1
1415,70891028,-1
1596,69340077,-1
1171,75246295,-1
2031,64307202,-1
302,69643908,-1
177,16948577,-1
846,8347222,-1
1044,57669510,-1
1530,29517124,-1
1291,60633680,-1
1566,21754907,-1
699,13302026,1
1566,7470534,1
748,36661375,-1
692,73327362,-1
1407,25307521,-1
1407,16776581,-1
1468,7810341,-1
1338,45728311,-1
725,57627706,-1
1827,52662925,-1
1918,60706837,-1
2013,12526344,-1
454,79080153,-1
1728,79389061,-1
748,34833178,-1
1291,15075212,-1
1827,44686193,-1
1530,11249233,-1
411,5521334,-1
1596,68755256,-1
1530,79357255,-1
18,61068877,-1
516,68973453,-1
1468,10107432,-1
74,26471341,1
411,33437927,-1
1379,13422602,-1
1819,38144542,-1
1918,62270228,-1
70,12212706,-1
692,11182182,-1
914,5970993,-1
191,13119938,-1
1407,31667850,-1
411,7472479,-1
411,5138230,-1
1468,78887851,-1
647,65397451,-1
894,55277423,1
692,9694675,-1
411,57919146,-1
916,49679144,-1
681,79994270,-1
404,18092030,-1
561,51473431,-1
1291,25206420,-1
70,64965364,1
1566,7039236,-1
2118,47853914,-1
1379,14345077,-1
543,47500181,-1
2013,64713278,-1
1904,41900850,-1
1119,43949381,-1
1962,78156709,1
681,34543350,-1
1377,19164658,-1
1871,14919536,-1
1107,42196671,-1
660,29060483,-1
1530,57251793,-1
1566,68852210,-1
1599,70225056,-1
1119,79231782,-1
1871,57767759,-1
70,16342168,-1
561,73051016,-1
1017,44918218,-1
411,550101,-1
1950,10108733,-1
70,22907374,-1
1790,34693961,-1
1468,66737263,-1
966,32871101,-1
1468,46063250,-1
70,54133152,-1
1728,6802507,-1
7,30100525,-1
1277,4959733,-1
1827,81653438,-1
369,26576468,-1
1605,18369523,-1
692,28769643,-1
1728,17387842,-1
1107,9473203,-1
1119,58545844,-1
74,51127987,-1
302,57379575,-1
404,69895771,-1
1415,46731444,-1
1962,31046722,1
1790,82284229,-1
1781,57021877,-1
191,25636785,-1
173,4195593,-1
932,54341368,-1
2048,33092117,-1
1182,74393773,-1
1950,72777429,-1
164,41413689,-1
1580,25844373,-1
191,69791432,-1
145,48465620,-1
2118,15869599,-1
70,35339990,-1
2013,13380803,-1
1119,64762019,-1
2118,76685654,-1
725,46468658,-1
286,28171358,-1
1605,47586127,-1
1468,39029879,-1
272,41186565,-1
1566,77128942,-1
1918,31921642,-1
471,46662799,-1
1379,62285011,-1
1635,69172064,-1
1468,79546992,-1
916,47674024,-1
1781,10029481,-1
1746,65113819,-1
1377,81795152,-1
939,79953612,-1
1468,79351135,-1
1507,74907989,-1
1044,61762488,-1
1512,26547169,-1
1749,21866026,-1
1468,936767,-1
1950,40017149,1
302,51051402,-1
2118,30903944,-1
404,68229778,-1
1119,76765919,-1
727,30445576,1
12,74160839,-1
725,5794059,-1
2201,64589182,1
543,23519928,-1
311,69783192,1
1338,14900779,-1
1377,16592655,-1
136,29673272,-1
1962,21382122,-1
561,82393887,-1
1918,5309423,-1
136,16136856,-1
561,30930957,1
1023,37205416,-1
1918,20297982,-1
1918,3969280,-1
191,54877833,-1
1827,5737065,-1
2068,16252743,-1
692,66331122,-1
454,56991426,-1
932,30566696,-1
411,9232229,-1
136,75331991,-1
86,44864498,-1
1530,32119125,-1
692,40953622,-1
1530,27477778,-1
1202,75637161,-1
1596,31968429,-1
1407,4049058,-1
117,80458434,-1
302,32722230,-1
914,3844827,-1
1119,23495501,-1
2169,36280112,-1
205,7003115,-1
121,58106235,-1
692,72638350,-1
1291,75357421,-1
699,47185253,-1
174,47203329,-1
286,33736030,-1
432,24519726,-1
561,70743138,1
411,75401329,1
411,67411378,-1
727,15856222,-1
191,16693672,-1
1317,35580729,-1
1017,19868983,-1
1566,74499599,-1
1566,6551033,-1
389,21928478,-1
1119,58465151,1
1781,10029815,-1
894,1816843,-1
1254,15559149,-1
70,20098143,-1
411,1569655,-1
519,23854285,-1
1918,40904299,-1
1119,65386430,-1
966,7107986,-1
1201,17040679,-1
1918,58860730,-1
1119,60588949,-1
1379,8645003,-1
1119,58310983,-1
1566,30448925,-1
692,7419249,-1
1841,33894411,-1
411,14420816,-1
1291,50134921,-1
1119,29928803,-1
177,20986268,-1
1496,64119534,1
1904,12718985,-1
1749,68370863,-1
1017,82133098,-1
1119,27858812,-1
1918,57717500,-1
1379,16173369,-1
136,52602848,-1
543,36380423,-1
1415,61097630,-1
916,2300234,-1
1242,44673675,-1
1291,54272276,-1
1379,25732032,-1
1940,78069514,-1
692,75882189,-1
1017,25934773,-1
1894,14473987,-1
1215,7933522,-1
914,48764274,-1
1918,30305595,-1
1377,9010294,-1
692,59589201,-1
191,47225981,-1
2013,28825000,1
939,78799406,-1
1377,68509484,-1
1918,37700114,-1
1449,35070256,-1
302,19856965,-1
1119,30228769,-1
12,22327461,-1
1566,9382667,-1
1827,70881252,-1
1918,20497519,1
1468,24962544,-1
1894,57995867,-1
12,35798445,-1
1781,22858030,-1
369,51453951,-1
1107,25899649,-1
692,1292955,-1
2205,11332348,-1
1407,10453854,-1
1338,5342700,-1
1781,76602943,-1
916,61291695,-1
699,76239449,-1
792,42825870,-1
765,71323906,-1
1379,75239567,-1
231,14177834,-1
12,74373913,-1
411,2537906,-1
1379,47442414,1
70,81470980,-1
1918,34330237,-1
846,20245209,-1
1230,1998113,-1
2054,6900239,-1
914,3530400,-1
932,54194116,-1
519,15289764,-1
846,32455347,-1
2047,77168116,-1
1622,22363351,-1
1728,9094100,-1
692,24663933,-1
1918,43949163,-1
561,21767614,-1
1140,30719092,-1
1415,12640566,-1
70,12134201,-1
2013,28178592,-1
1119,79839323,-1
875,74809423,-1
1950,75779873,-1
1415,48983032,-1
1781,4556034,-1
1918,21044516,-1
1415,69887599,-1
1596,39996980,-1
286,73079870,-1
74,48932935,-1
692,77376611,-1
699,14397166,-1
1918,1764363,-1
404,67737053,-1
838,62384123,1
2118,56932534,-1
1044,22346258,-1
960,18815421,-1
70,21029512,-1
792,61674200,-1
411,61429688,-1
1970,35920525,-1
231,67888400,-1
692,29332684,-1
1962,6719304,-1
1468,1984833,-1
1950,60604623,-1
1931,70654369,1
1468,66988228,-1
191,45352251,-1
311,81106138,-1
692,4954162,-1
692,11355846,-1
1468,23446311,-1
212,69031773,-1
1580,68887789,-1
2013,41773849,-1
311,2391793,-1
389,66165155,-1
1254,8406451,-1
2013,58769475,-1
1377,72303965,-1
1375,27540135,-1
173,8602236,-1
1962,46918837,-1
1291,74725852,-1
792,36591078,-1
411,47062887,-1
1918,37902785,-1
7,54533420,-1
1449,56021461,-1
1468,74789409,-1
1119,34667896,-1
2054,17320707,-1
471,65549282,-1
1566,80767588,-1
1530,2145767,-1
692,60454568,-1
136,40646741,-1
1407,66218142,-1
1781,63385621,-1
191,9389526,-1
686,42893300,-1
1291,49063624,-1
70,67826334,-1
2118,73537247,-1
1749,10879232,-1
1407,9489776,-1
1351,72838540,-1
2054,29814803,-1
1621,43663655,-1
389,19941933,-1
174,70307113,-1
1468,53202698,-1
1622,17491593,-1
74,34074343,-1
1957,6048301,-1
846,22149924,-1
2031,66653577,-1
914,26852768,-1
70,8396746,-1
875,60544158,-1
1119,15034688,-1
231,57417867,-1
1918,59973180,-1
389,12349310,-1
191,7714705,-1
411,16778719,-1
692,70432730,-1
1291,47839505,-1
916,63394691,-1
916,77890366,-1
206,4940873,-1
1503,59262996,-1
411,2011082,-1
692,64253669,-1
1918,47961498,-1
853,49642985,-1
1468,42674985,-1
1449,13819269,-1
2044,63650877,-1
117,1595144,-1
1671,6912510,1
302,55802541,-1
145,59686824,-1
692,79578087,-1
624,49770752,-1
1508,48984767,-1
543,80610003,-1
1716,35795788,-1
311,75310179,-1
914,64631186,-1
1918,62489016,-1
1918,20879677,-1
1468,65307729,-1
1468,52361851,-1
404,25627223,-1
2013,33803189,-1
692,48653551,-1
231,42845420,-1
174,37434894,-1
411,74561908,-1
70,45729473,-1
1940,76494044,-1
1017,38929073,-1
411,10145740,-1
311,63973842,-1
1918,23845997,1
939,78574523,-1
74,58427505,-1
117,31125860,-1
136,21155925,-1
1580,28310990,-1
302,34564246,-1
966,81302568,-1
432,46886110,-1
2118,16254803,-1
1728,38310574,-1
681,57444011,-1
231,65022469,-1
562,40619932,-1
411,79803791,-1
411,25143875,-1
1201,9128260,-1
2050,10732181,-1
2031,70977100,-1
70,53144993,-1
529,45511842,-1
1230,65394304,-1
1407,56192010,1
1415,8834820,-1
1057,81026523,1
136,24248713,1
191,2638696,-1
404,38289313,-1
1017,51218073,-1
1468,11720424,-1
692,42591919,-1
692,15382891,-1
1728,38937887,-1
1918,63079206,1
1950,44489701,-1
692,75883372,-1
1379,38674932,-1
1827,25368580,-1
411,70252843,-1
519,77430420,-1
1508,22114745,-1
1566,974802,-1
692,20525459,-1
2047,34163553,-1
1468,70176032,-1
1119,7161078,-1
2031,20790877,-1
529,44336795,-1
7,59006178,-1
686,50427879,-1
70,2294422,-1
1605,16526095,-1
1107,2348480,1
692,80729032,-1
311,37676360,-1
1605,1097951,-1
136,52320438,-1
117,81201481,-1
1621,23397797,-1
686,28011480,-1
725,81506663,-1
1254,22943973,-1
2169,48711046,-1
692,14853717,-1
2118,40304583,-1
313,54503435,-1
846,4932723,-1
1254,51721046,-1
1415,36557384,-1
1918,1005587,1
404,36029225,-1
411,81688350,-1
70,32940873,-1
1468,18141572,-1
2013,53304968,-1
960,21903392,-1
1468,2667174,-1
1605,57332478,-1
647,51713121,-1
121,47127747,-1
543,21927968,-1
1781,8586763,-1
420,30488084,-1
389,2759955,1
231,68188028,-1
1468,73967330,-1
1841,37528431,-1
1119,56562522,-1
516,22876615,-1
136,53322651,-1
1277,69206453,-1
1119,75270221,-1
692,22331542,-1
1950,24648869,-1
1119,6035632,-1
914,63946433,-1
1468,11356603,-1
1119,52508441,-1
1781,26411492,-1
1728,422633,-1
1254,37926506,-1
1503,13866446,-1
411,59853759,-1
1291,13884484,-1
692,54578886,-1
432,50311990,-1
2216,9433848,1
561,39097190,-1
1201,33463468,1
70,80283645,-1
369,20241794,-1
411,68638488,-1
725,17074275,-1
1991,46649257,-1
939,28196877,-1
1468,29833947,-1
692,34381912,-1
1918,81128149,-1
1415,16007631,-1
1415,54040510,-1
1119,76648608,-1
1468,32347995,-1
70,46549899,-1
1950,71585850,-1
1605,69040338,-1
1970,7942004,-1
1749,13986431,-1
136,6937090,-1
692,1525762,-1
916,56227476,-1
286,34856815,-1
561,50852416,-1
1017,18488349,-1
1119,69621197,-1
1254,11517201,1
692,40993980,-1
1377,44349587,-1
311,60578371,-1
1119,69584269,-1
117,63489223,-1
1496,14894519,-1
1119,712744,-1
846,13064729,-1
725,21785527,-1
1566,32003229,-1
692,2220390,-1
1377,33278272,-1
1291,56785987,-1
1530,15619463,-1
561,41259341,-1
191,27193930,-1
1672,1628533,-1
727,50455683,-1
1918,66856138,-1
173,53368337,-1
1023,29889212,1
529,5171703,-1
894,34369848,-1
1918,28601418,-1
1483,3573785,-1
727,51413421,-1
688,80652232,-1
1714,1094204,-1
2066,78890279,-1
70,34160419,-1
681,13754243,-1
70,47116497,-1
692,78151060,-1
1379,71935499,-1
894,64301038,-1
70,78787145,-1
1468,62601751,-1
846,30647896,-1
1044,38655456,-1
74,40373264,1
2031,38326365,-1
191,78653872,-1
1377,25747525,-1
1918,38498052,-1
1468,18617658,-1
725,43241480,-1
1379,43390620,-1
1931,74102567,-1
1749,49103109,-1
136,49115480,-1
1530,21510461,-1
1918,70561017,-1
1847,59297476,1
117,34721002,-1
1291,8899671,-1
914,38224299,-1
404,52485345,-1
369,52325145,-1
1375,82017772,-1
939,19972263,-1
1940,30782561,-1
853,30970174,-1
1566,67131982,-1
1377,42049226,-1
1468,4336936,-1
727,9924764,-1
1291,52830777,-1
1291,54238931,-1
1379,11570033,-1
302,50580531,-1
692,19733182,-1
1379,34878384,-1
1415,8165204,-1
1847,40630123,-1
692,52178737,-1
1291,33397327,-1
543,63690095,-1
70,38432393,-1
688,67673078,-1
960,78831285,-1
2013,34573359,-1
1023,54874535,-1
2201,71234346,-1
1182,47461041,-1
136,72255974,-1
916,35092520,-1
692,1722742,-1
2216,74643018,-1
1379,4658588,-1
1918,38169087,-1
699,1930538,-1
561,75483153,-1
369,67381330,-1
725,55573633,-1
1931,35817070,-1
765,59856527,-1
1182,73711292,-1
1904,63602961,-1
1119,12974529,-1
1291,58317284,-1
875,43669358,-1
1375,44297800,-1
206,74893589,-1
1622,30467010,-1
914,23464033,-1
692,68371589,-1
98,64586844,-1
411,65034250,-1
692,75703313,-1
1044,23828883,-1
692,6493718,-1
191,3864088,-1
1918,11193837,-1
916,16848819,-1
1728,66092966,-1
692,26454032,-1
1508,46850219,-1
191,66726294,-1
725,9625124,-1
1119,80833366,-1
7,58451910,-1
692,53604593,-1
1415,55256998,-1
2197,62389996,-1
191,26352253,-1
613,50414221,-1
1871,7666284,-1
1950,38204977,-1
1254,51677363,-1
1468,43463007,-1
1230,18710133,-1
389,27446356,-1
2031,6873495,-1
1017,69243690,-1
1021,67276226,-1
562,35460698,-1
411,78346166,-1
1277,28261130,-1
2013,67170788,-1
846,47990948,-1
1338,26380020,-1
432,24464522,-1
671,35601644,-1
1918,26028577,-1
411,24189072,-1
1605,31463129,-1
1781,64165840,-1
389,59276841,-1
420,6140773,-1
2050,61987123,-1
286,67468724,-1
2068,19780345,-1
1379,2643944,1
1254,11614891,-1
1746,37268162,-1
1415,40303028,-1
692,27436876,-1
1415,58623893,-1
1716,64390556,-1
1468,31674509,-1
369,67848961,-1
561,49649964,-1
916,54046162,-1
1291,70622981,-1
2050,20547200,-1
1566,43767087,-1
1415,77956379,-1
70,2659907,-1
1254,2581124,-1
561,27973171,-1
2205,39217526,-1
471,65651782,-1
1605,24115410,-1
206,63967872,1
2216,48701642,-1
1781,36888801,-1
1119,74824159,-1
1468,63092030,-1
1415,34602809,-1
1749,21961629,-1
692,54406431,-1
561,55830393,-1
432,23892723,-1
1596,76652858,-1
692,31049448,-1
966,56239949,-1
1596,22122573,-1
1291,77758155,-1
231,751727,-1
1291,77138175,-1
765,51481398,-1
1918,26615796,-1
70,65256444,-1
1468,6879949,-1
1940,47085136,-1
191,19631151,-1
1468,27356752,-1
302,61789485,-1
136,9137067,-1
1415,38483256,-1
846,46104437,-1
411,64132144,-1
1566,68108427,-1
543,3055930,-1
1201,5173663,-1
369,36802817,-1
1530,31348876,-1
1716,35437374,-1
1215,36448438,-1
846,67550196,-1
1749,27177543,-1
692,80925688,-1
2118,14540399,-1
2013,24009344,-1
1379,3796816,-1
2050,78028854,-1
692,6768816,1
2031,50976405,-1
12,17024127,-1
1566,81010529,-1
1201,43342913,-1
191,35075080,-1
1377,66312365,1
1503,65407929,-1
1605,50367627,1
1119,37027247,1
7,81362821,-1
1842,55345993,-1
529,42542341,-1
914,13764911,-1
886,32785837,-1
916,58750766,-1
1119,14109222,-1
369,3816217,1
1918,75366053,-1
1940,53899711,-1
136,63301549,-1
692,72294206,-1
1377,38656932,-1
1119,72642678,-1
117,56571034,-1
2048,36064923,-1
70,38421643,-1
1284,33355721,-1
681,35919433,-1
692,24113314,-1
1714,77941839,-1
411,38526686,-1
1291,19556977,-1
411,47818789,-1
231,70954970,-1
1415,3740692,-1
1468,35475563,-1
1201,66862079,-1
914,23184224,-1
561,78188090,-1
191,12324748,-1
1242,57177464,-1
1596,10114146,-1
1998,30916102,-1
2047,8547353,-1
2031,34860053,-1
1749,16633352,-1
692,40841211,-1
1119,13425103,-1
1291,21245445,-1
18,81503949,-1
1530,27935961,-1
432,81738269,-1
916,24222575,-1
1991,28665436,-1
389,48016043,-1
1119,77907353,-1
914,15270893,-1
561,76246788,-1
1566,38514630,-1
1468,76764312,-1
1119,10622863,-1
516,29605668,-1
1415,21167065,-1
1415,48367079,-1
411,57450839,-1
692,20925676,-1
1407,23097691,-1
369,38303096,-1
1338,64988710,-1
692,42570686,-1
1350,59363039,-1
1781,80543228,-1
70,55223436,-1
692,49343056,-1
1842,9236880,-1
1291,17290842,-1
1119,52060853,-1
2118,6051735,-1
1407,16796145,-1
1017,32819964,-1
1714,1765047,-1
411,53791187,-1
1566,4143827,-1
562,37819896,-1
302,12336145,-1
1119,78440861,-1
1023,29959643,-1
914,75653826,-1
1182,69694376,-1
1566,79018540,-1
411,27733393,-1
173,3886258,-1
1621,29824588,-1
302,65741854,-1
1407,60936548,-1
2196,55235083,-1
966,37099227,-1
2054,43465614,-1
1605,32136717,-1
561,73705590,-1
1379,68152245,-1
302,3396623,-1
1714,2056765,-1
432,45520555,-1
206,51411682,-1
136,73476849,-1
70,77714717,-1
2201,29187098,-1
692,22804373,-1
1317,7257334,-1
74,20359565,-1
1749,78263744,-1
561,58978584,-1
1291,53832893,-1
1566,61593839,-1
404,54115792,-1
121,2769072,-1
1749,26839132,-1
1827,21666842,-1
272,24366954,-1
1530,44741688,-1
1728,47960858,1
561,18433261,-1
191,35164951,-1
1119,14211227,-1
692,70369071,-1
1991,30131395,1
404,50916851,-1
1201,34133684,-1
411,30083163,-1
1377,37768306,-1
1530,61374974,-1
561,12747414,-1
369,5105010,-1
1970,54486904,-1
914,70135465,-1
1119,53918470,-1
1119,10455956,-1
1962,19075524,-1
1728,81590464,-1
543,26847551,-1
411,65349596,-1
1254,40468479,-1
692,29759526,-1
311,5872430,-1
692,36171928,-1
2031,1670390,-1
1566,14929137,-1
792,9117906,-1
70,54348782,-1
1291,741050,-1
1950,53722018,-1
1819,13826240,-1
1119,47738572,-1
927,77068612,-1
432,14596976,-1
1284,54703323,-1
191,28369300,-1
1379,46309299,-1
173,30733219,-1
846,44339110,-1
1021,81904482,-1
231,42185505,-1
389,75811763,-1
1429,29342130,-1
1468,12420645,-1
411,45058629,-1
1596,25355774,-1
1017,5039521,-1
1377,3526557,-1
191,38741330,1
1468,39881643,-1
561,28215010,-1
1605,25022977,-1
2112,29464433,-1
411,50980953,-1
1827,3052032,-1
1918,33702799,-1
1119,1967978,-1
411,21958583,-1
692,30190904,-1
432,36455138,-1
1580,34650403,-1
692,51248814,-1
1468,5653206,-1
692,25746659,-1
411,82277629,1
1918,19795,-1
1841,21495994,-1
692,14480308,-1
1407,27401695,-1
1605,48631374,-1
1379,24879640,-1
1017,66704206,-1
191,62725684,-1
70,2735736,-1
1254,2106257,-1
846,53999053,-1
1468,56471797,-1
1950,43378018,-1
725,55625830,-1
98,42943071,-1
914,41719279,-1
1379,61899192,-1
231,32618542,-1
411,79680394,-1
1119,15089397,-1
173,7159392,-1
1119,3947861,-1
1119,65307550,-1
117,70302764,-1
1918,7564014,-1
286,1359252,-1
369,22705093,-1
1338,46747873,-1
1714,60377571,-1
903,58782484,-1
1566,31041635,-1
725,53967086,-1
1140,77063999,-1
1291,72499626,-1
1566,40737299,-1
692,64155437,-1
1622,36387357,-1
411,63109475,-1
1605,34773711,-1
70,59688210,-1
1415,58970032,-1
561,70007274,-1
1566,75886773,-1
302,15475541,-1
1119,64627067,-1
1023,21532371,-1
1950,27893041,-1
914,31705524,-1
916,11317383,-1
136,71601229,-1
519,898647,-1
191,11747252,-1
1530,62837097,-1
1119,54413646,1
1119,5860151,-1
2118,75314422,-1
1230,50136387,-1
660,32868114,-1
914,8502053,-1
136,14117248,-1
1338,5658836,-1
411,18178879,-1
1749,76152908,-1
692,33461469,-1
914,56523919,-1
846,8206636,-1
173,59163332,-1
1201,76867223,-1
411,67031778,-1
2068,37106678,1
1415,70145650,-1
1918,6993733,-1
660,4557101,-1
1781,63856928,-1
647,39595038,-1
692,39106303,-1
1566,13479885,-1
748,8449417,-1
792,65184319,-1
1468,54988683,-1
1140,8043749,-1
748,81629768,-1
1566,59408365,1
765,59523580,-1
302,18922110,-1
2054,11671093,-1
1841,1660549,-1
1119,53259834,-1
2112,77392078,-1
914,14031785,-1
727,79104240,-1
1468,7887959,-1
2048,76301783,-1
6,33586999,-1
727,53193993,-1
748,81475756,-1
411,67953078,-1
2118,68135368,-1
1277,73590636,1
1119,63040969,-1
1605,75716668,-1
1468,74791686,-1
302,8790179,1
692,42147167,-1
2118,658368,-1
1468,59268661,-1
411,77487232,-1
369,40158884,1
846,54661376,-1
2048,41530469,-1
1119,2633299,-1
1635,44670446,-1
1827,11739003,-1
70,58924779,-1
2050,59392927,-1
411,77278748,-1
1021,45866641,-1
1749,14953780,-1
1940,764629,-1
2118,37938480,-1
1254,67198752,-1
561,52402288,-1
2118,43348041,-1
1496,9834313,-1
932,25633953,-1
404,37311062,-1
1140,74122918,-1
1468,81286650,-1
748,18798306,-1
1119,49815098,-1
1254,60683838,-1
1119,19775491,-1
1483,75757409,-1
1119,4008858,1
916,5814390,-1
725,70922961,-1
272,44808505,-1
2013,40274105,-1
136,2255260,-1
1291,62887621,-1
914,13780101,-1
136,2050415,-1
692,77903717,-1
1415,62901116,-1
411,11418993,-1
1119,58813806,-1
432,76187621,-1
1317,31420560,-1
561,4743937,-1
1566,72922476,-1
117,81456609,-1
1918,70712941,-1
389,64381541,-1
671,751309,-1
846,16174098,-1
1566,1054820,-1
1291,43975389,-1
1566,31688841,-1
1790,75172950,-1
117,34039430,-1
1254,72645826,-1
1918,1779099,-1
1291,14169060,-1
2013,51320209,-1
191,29093774,-1
1827,24746849,-1
311,6477615,-1
1605,2670047,-1
411,74786559,-1
1596,36805008,-1
692,54505115,-1
1930,34999516,-1
1468,40014347,-1
561,19666817,-1
7,36271069,-1
411,56923564,-1
1819,43994592,-1
2118,39820020,-1
519,58137376,-1
1057,17337180,-1
1842,21197709,-1
1566,30462657,-1
1379,66986029,-1
1966,56980187,-1
2154,66153349,-1
1596,62783831,-1
191,33227000,-1
792,52559202,-1
1910,29386322,-1
136,14859742,-1
692,17148074,-1
191,9901133,-1
692,68790043,-1
1749,44652224,-1
1790,9310259,-1
692,50583021,-1
1728,44642380,-1
2031,6735529,-1
966,22216147,-1
975,54266258,-1
561,68853222,-1
286,37544863,-1
561,64055682,-1
2201,81931755,1
1171,20463072,-1
1379,2611588,-1
145,80385185,-1
302,39589208,-1
411,35637333,-1
231,1597411,-1
1379,7761250,-1
1171,31894413,-1
212,58513607,-1
454,49152324,-1
914,16140572,-1
1215,2063979,-1
404,1690872,-1
692,25509134,-1
1291,54019290,-1
1468,42620078,-1
1530,56591817,-1
369,36078665,-1
1842,21817587,-1
1716,56116603,-1
1044,51830669,1
1635,46313792,-1
191,7662594,-1
191,9477289,-1
1950,41083308,-1
411,59306416,-1
1910,70813911,-1
1483,76946126,-1
1605,23565768,-1
1566,66942465,-1
1107,39709459,-1
2050,81549007,-1
660,15220550,-1
1530,2766948,-1
529,23675625,-1
1918,41972229,-1
411,9876685,-1
692,35275436,-1
1925,8366546,-1
966,46183946,-1
1918,59984271,-1
1017,62788909,-1
2013,27095353,-1
2047,15337962,-1
1605,20339903,-1
1819,23849682,-1
846,19323991,-1
2048,38604963,-1
117,73283391,-1
1407,58279276,-1
117,59669770,-1
302,79460513,-1
2054,22296357,-1
404,56253763,-1
191,63572421,-1
1918,46687552,-1
311,66606498,-1
1119,42441854,-1
432,42290675,-1
1507,13256097,-1
1119,39172539,1
1950,54583911,-1
1468,21060153,-1
1962,39870533,-1
1119,765281,-1
2047,35935429,-1
1749,10739077,-1
1566,80749956,-1
70,57498343,-1
1468,11615932,-1
212,45925315,-1
2118,31881694,-1
117,29100873,-1
411,21369649,-1
1566,2591434,-1
1119,19024394,-1
561,38012477,-1
411,58609080,-1
389,48503145,-1
1468,76967852,-1
727,5202666,-1
1021,16731124,-1
1468,29869415,-1
70,51340899,-1
1605,24991500,-1
748,50047625,-1
411,66081416,-1
692,77978551,-1
191,2764141,-1
2013,3005687,-1
1202,16320469,1
191,38839465,-1
411,64568034,-1
846,81136240,-1
529,81880395,-1
1119,23588530,-1
561,58873501,-1
875,48508054,-1
647,71691466,-1
1449,43687453,-1
1468,80893874,-1
302,62831005,-1
692,66490011,-1
121,46231869,1
1201,72107029,-1
191,39616967,-1
1468,3086312,-1
1508,79443955,-1
1605,13430251,-1
692,43489874,-1
286,50068054,1
692,34728473,-1
1566,30397995,-1
1468,59378321,-1
692,4834575,1
1918,35837482,-1
725,30777001,-1
692,62661307,-1
681,5788967,-1
2031,16271654,1
1468,53611915,-1
1415,48935562,-1
1468,9682430,-1
1468,53639308,-1
1950,9446914,-1
2118,80513130,-1
136,49161700,1
432,3619431,-1
286,6484755,-1
117,70784726,-1
966,31584871,1
1622,4803719,-1
1596,56934629,-1
692,808762,-1
369,52253565,-1
117,52352727,-1
1819,49085366,-1
1415,17959525,-1
2169,19980754,-1
1918,35302303,-1
1377,45506249,-1
932,24875540,1
1749,21863416,-1
450,77475398,-1
1918,48137962,-1
561,5746545,-1
1950,62258917,-1
1254,24012284,-1
1291,82482146,-1
411,50090998,-1
286,22157384,-1
2118,24885912,-1
191,30845401,-1
966,264948,-1
